Name,URL,Text
CTU Open Contest 2018   Rullete,https://dmoj.ca//problem/ctuopen2018c,ICPC ICPC
CTU Open Contest 2018   Numbers Generator,https://dmoj.ca//problem/ctuopen2018d,ICPC ICPC
CTU Open Contest 2018   Locker Room,https://dmoj.ca//problem/ctuopen2018e,ICPC ICPC
CTU Open Contest 2018   Lighting,https://dmoj.ca//problem/ctuopen2018f,ICPC ICPC
CTU Open Contest 2018   Horsemeet,https://dmoj.ca//problem/ctuopen2018g,ICPC ICPC
CTU Open Contest 2018   Split Game,https://dmoj.ca//problem/ctuopen2018h,ICPC ICPC
CTU Open Contest 2018   Moving Furniture,https://dmoj.ca//problem/ctuopen2018i,ICPC ICPC
CTU Open Contest 2018   Escalators,https://dmoj.ca//problem/ctuopen2018j,ICPC ICPC
Capture The Flag,https://dmoj.ca//problem/dctf1p1,Uncategorized Uncategorized
Capture The Flag 2,https://dmoj.ca//problem/dctf1p10,Uncategorized Uncategorized
Collate The Findings,https://dmoj.ca//problem/dctf1p2,Uncategorized Uncategorized
Committing Time Fraud,https://dmoj.ca//problem/dctf1p3,Uncategorized Uncategorized
Carving Tiny Fractions,https://dmoj.ca//problem/dctf1p4,Uncategorized Uncategorized
Conquer The Future,https://dmoj.ca//problem/dctf1p5,Uncategorized Uncategorized
Continuous Time Finance,https://dmoj.ca//problem/dctf1p6,Uncategorized Uncategorized
Catching Their Flights,https://dmoj.ca//problem/dctf1p7,Uncategorized Uncategorized
Click The Formulas,https://dmoj.ca//problem/dctf1p8,Uncategorized Uncategorized
Cryptic Tile Forge,https://dmoj.ca//problem/dctf1p9,Uncategorized Uncategorized
Double Doors Regional P1   Tudor Gets a Goat,https://dmoj.ca//problem/ddrp1,Uncategorized Uncategorized
Double Doors Regional P2   Tudor Learns DDR,https://dmoj.ca//problem/ddrp2,Uncategorized Uncategorized
Double Doors Regional P3   Tudor and the Pusheens,https://dmoj.ca//problem/ddrp3,Uncategorized Uncategorized
Double Doors Regional P4   Tudor Teaches Jason How To Be Productive,https://dmoj.ca//problem/ddrp4,Uncategorized Uncategorized
Double Doors Regional P5   Tudor Eats Ice Cream Cones,https://dmoj.ca//problem/ddrp5,Uncategorized Uncategorized
Double Doors Regional P6   Tudor Learns More DDR,https://dmoj.ca//problem/ddrp6,Uncategorized Uncategorized
Death Gun,https://dmoj.ca//problem/deathgun,Seasonal Seasonal
DeMello's Leeches,https://dmoj.ca//problem/demellosleeches,Uncategorized Uncategorized
Age Demographic,https://dmoj.ca//problem/demographic,Uncategorized Uncategorized
German Nouns,https://dmoj.ca//problem/denoun,Uncategorized Uncategorized
More German Nouns,https://dmoj.ca//problem/denoun2,Uncategorized Uncategorized
Matrix Determinant,https://dmoj.ca//problem/det,Uncategorized Uncategorized
Detectors,https://dmoj.ca//problem/detectors,Uncategorized Uncategorized
Digger,https://dmoj.ca//problem/digger,Uncategorized Uncategorized
Digit Sum,https://dmoj.ca//problem/digitsum,Uncategorized Uncategorized
Please Help Me,https://dmoj.ca//problem/dimsum3,Uncategorized Uncategorized
Discerning Discounts,https://dmoj.ca//problem/discount,Uncategorized Uncategorized
Distinct Shapes,https://dmoj.ca//problem/distinctshapes,Uncategorized Uncategorized
Divide and Mod,https://dmoj.ca//problem/divmod,Uncategorized Uncategorized
Divisibility Rules,https://dmoj.ca//problem/divrules,Uncategorized Uncategorized
DMOJLand Series: Fake Judges,https://dmoj.ca//problem/dland1,Olympiads School Olympiads School
DMOPC '13 Contest 1 P4   AFK,https://dmoj.ca//problem/dmopc13c1p4,DMOPC DMOPC
DMOPC '13 Contest 1 P5   Math on Titan,https://dmoj.ca//problem/dmopc13c1p5,DMOPC DMOPC
DMOPC '13 Contest 3 P1   Sharing is Caring,https://dmoj.ca//problem/dmopc13c3p1,DMOPC DMOPC
DMOPC '13 Contest 3 P2   Phone Microwave,https://dmoj.ca//problem/dmopc13c3p2,DMOPC DMOPC
DMOPC '13 Contest 3 P3   Crossing Field,https://dmoj.ca//problem/dmopc13c3p3,DMOPC DMOPC
DMOPC '13 Contest 3 P4   Snowman,https://dmoj.ca//problem/dmopc13c3p4,DMOPC DMOPC
DMOPC '13 Contest 3 P5   A Romantic Dinner,https://dmoj.ca//problem/dmopc13c3p5,DMOPC DMOPC
DMOPC '14 Contest 1 P1   Median Mark,https://dmoj.ca//problem/dmopc14c1p1,DMOPC DMOPC
DMOPC '14 Contest 1 P2   Tiles,https://dmoj.ca//problem/dmopc14c1p2,DMOPC DMOPC
DMOPC '14 Contest 1 P3   New Students,https://dmoj.ca//problem/dmopc14c1p3,DMOPC DMOPC
DMOPC '14 Contest 1 P4   Perfect Timing,https://dmoj.ca//problem/dmopc14c1p4,DMOPC DMOPC
DMOPC '14 Contest 1 P5   Surprise Teleport,https://dmoj.ca//problem/dmopc14c1p5,DMOPC DMOPC
DMOPC '14 Contest 1 P6   Biology Homework,https://dmoj.ca//problem/dmopc14c1p6,DMOPC DMOPC
DMOPC '14 Contest 2 P1   Logging Log,https://dmoj.ca//problem/dmopc14c2p1,DMOPC DMOPC
DMOPC '14 Contest 2 P2   Cutting Logs,https://dmoj.ca//problem/dmopc14c2p2,DMOPC DMOPC
DMOPC '14 Contest 2 P3   Sawmill,https://dmoj.ca//problem/dmopc14c2p3,DMOPC DMOPC
DMOPC '14 Contest 2 P4   Deforestation,https://dmoj.ca//problem/dmopc14c2p4,DMOPC DMOPC
DMOPC '14 Contest 2 P5   Sawmill Scheme,https://dmoj.ca//problem/dmopc14c2p5,DMOPC DMOPC
DMOPC '14 Contest 2 P6   Selective Cutting,https://dmoj.ca//problem/dmopc14c2p6,DMOPC DMOPC
DMOPC '14 Contest 3 P1   Not Enough Users!,https://dmoj.ca//problem/dmopc14c3p1,DMOPC DMOPC
DMOPC '14 Contest 3 P2   Not Enough Rejudging!,https://dmoj.ca//problem/dmopc14c3p2,DMOPC DMOPC
DMOPC '14 Contest 3 P3   Not Enough Personnel!,https://dmoj.ca//problem/dmopc14c3p3,DMOPC DMOPC
DMOPC '14 Contest 3 P4   Not Enough Testers!,https://dmoj.ca//problem/dmopc14c3p4,DMOPC DMOPC
DMOPC '14 Contest 3 P5   Not Enough Servers!,https://dmoj.ca//problem/dmopc14c3p5,DMOPC DMOPC
DMOPC '14 Contest 3 P6   Not Enough Time!,https://dmoj.ca//problem/dmopc14c3p6,DMOPC DMOPC
DMOPC '14 Contest 4 P1   New Key,https://dmoj.ca//problem/dmopc14c4p1,DMOPC DMOPC
DMOPC '14 Contest 4 P2   Redirection,https://dmoj.ca//problem/dmopc14c4p2,DMOPC DMOPC
DMOPC '14 Contest 4 P3   Golden Lily,https://dmoj.ca//problem/dmopc14c4p3,DMOPC DMOPC
DMOPC '14 Contest 4 P4   Sketchley Park,https://dmoj.ca//problem/dmopc14c4p4,DMOPC DMOPC
DMOPC '14 Contest 4 P5   Aircraft Carrier Akagi,https://dmoj.ca//problem/dmopc14c4p5,DMOPC DMOPC
DMOPC '14 Contest 4 P6   Save Nagato!,https://dmoj.ca//problem/dmopc14c4p6,DMOPC DMOPC
DMOPC '14 Contest 5 P1   Core Drill,https://dmoj.ca//problem/dmopc14c5p1,DMOPC DMOPC
DMOPC '14 Contest 5 P2   Longest Tunnel,https://dmoj.ca//problem/dmopc14c5p2,DMOPC DMOPC
DMOPC '14 Contest 5 P3   Brotherly Sequence,https://dmoj.ca//problem/dmopc14c5p3,DMOPC DMOPC
DMOPC '14 Contest 5 P4   Kittan's Dilemma,https://dmoj.ca//problem/dmopc14c5p4,DMOPC DMOPC
DMOPC '14 Contest 5 P5   Attack on Anti Spiral,https://dmoj.ca//problem/dmopc14c5p5,DMOPC DMOPC
DMOPC '14 Contest 5 P6   Nia and Dominoes,https://dmoj.ca//problem/dmopc14c5p6,DMOPC DMOPC
DMOPC '14 Contest 6 P1   Finding Bessarion,https://dmoj.ca//problem/dmopc14c6p1,DMOPC DMOPC
DMOPC '14 Contest 6 P2   GO Faster,https://dmoj.ca//problem/dmopc14c6p2,DMOPC DMOPC
DMOPC '14 Contest 6 P3   Streetcars,https://dmoj.ca//problem/dmopc14c6p3,DMOPC DMOPC
DMOPC '14 Contest 6 P4   Bus Jam,https://dmoj.ca//problem/dmopc14c6p4,DMOPC DMOPC
DMOPC '14 Contest 6 P5   Planning,https://dmoj.ca//problem/dmopc14c6p5,DMOPC DMOPC
DMOPC '14 Contest 6 P6   Trip,https://dmoj.ca//problem/dmopc14c6p6,DMOPC DMOPC
DMOPC '14 Contest 7 P1   Flare,https://dmoj.ca//problem/dmopc14c7p1,DMOPC DMOPC
DMOPC '14 Contest 7 P2   Tides,https://dmoj.ca//problem/dmopc14c7p2,DMOPC DMOPC
DMOPC '14 Contest 7 P3   Globally Unique Shells,https://dmoj.ca//problem/dmopc14c7p3,DMOPC DMOPC
DMOPC '14 Contest 7 P4   Sand Triangle,https://dmoj.ca//problem/dmopc14c7p4,DMOPC DMOPC
DMOPC '14 Contest 7 P5   Aurora,https://dmoj.ca//problem/dmopc14c7p5,DMOPC DMOPC
DMOPC '14 Contest 7 P6   Revenge of the Bins,https://dmoj.ca//problem/dmopc14c7p6,DMOPC DMOPC
DMOPC '14 Exam Time P1   French Homework,https://dmoj.ca//problem/dmopc14ce1p1,DMOPC DMOPC
DMOPC '14 Exam Time P2   Physics Duel,https://dmoj.ca//problem/dmopc14ce1p2,DMOPC DMOPC
DMOPC '14 Exam Time P3   Chemistry Homework,https://dmoj.ca//problem/dmopc14ce1p3,DMOPC DMOPC
DMOPC '14 Exam Time P4   Exam Delay,https://dmoj.ca//problem/dmopc14ce1p4,DMOPC DMOPC
DMOPC '14 Exam Time P5   Happy Teachers,https://dmoj.ca//problem/dmopc14ce1p5,DMOPC DMOPC
DMOPC '14 Exam Time P6   Math Homework,https://dmoj.ca//problem/dmopc14ce1p6,DMOPC DMOPC
DMOPC '15 Contest 1 P1   Itami and Manga,https://dmoj.ca//problem/dmopc15c1p1,DMOPC DMOPC
DMOPC '15 Contest 1 P2   Itami and Squad,https://dmoj.ca//problem/dmopc15c1p2,DMOPC DMOPC
DMOPC '15 Contest 1 P3   Itami and Cipher,https://dmoj.ca//problem/dmopc15c1p3,DMOPC DMOPC
DMOPC '15 Contest 1 P4   Itami and Candy,https://dmoj.ca//problem/dmopc15c1p4,DMOPC DMOPC
DMOPC '15 Contest 1 P5   Lelei and Dragon Scales,https://dmoj.ca//problem/dmopc15c1p5,DMOPC DMOPC
DMOPC '15 Contest 1 P6   Lelei and Contest,https://dmoj.ca//problem/dmopc15c1p6,DMOPC DMOPC
DMOPC '15 Contest 2 P1   Grumpy Dwarf,https://dmoj.ca//problem/dmopc15c2p1,DMOPC DMOPC
DMOPC '15 Contest 2 P2   Admin War,https://dmoj.ca//problem/dmopc15c2p2,DMOPC DMOPC
DMOPC '15 Contest 2 P3   Origami,https://dmoj.ca//problem/dmopc15c2p3,DMOPC DMOPC
DMOPC '15 Contest 2 P4   Personal Assistant,https://dmoj.ca//problem/dmopc15c2p4,DMOPC DMOPC
DMOPC '15 Contest 2 P5   Sysadmin,https://dmoj.ca//problem/dmopc15c2p5,DMOPC DMOPC
DMOPC '15 Contest 2 P6   Manhattan Magnets,https://dmoj.ca//problem/dmopc15c2p6,DMOPC DMOPC
DMOPC '15 Contest 3 P1   Quality Scenes,https://dmoj.ca//problem/dmopc15c3p1,DMOPC DMOPC
DMOPC '15 Contest 3 P2   Cheesecake Distribution,https://dmoj.ca//problem/dmopc15c3p2,DMOPC DMOPC
DMOPC '15 Contest 3 P3   Dimethylbenzene,https://dmoj.ca//problem/dmopc15c3p3,DMOPC DMOPC
DMOPC '15 Contest 3 P4   Contagion,https://dmoj.ca//problem/dmopc15c3p4,DMOPC DMOPC
DMOPC '15 Contest 3 P5   Total Annihilation,https://dmoj.ca//problem/dmopc15c3p5,DMOPC DMOPC
DMOPC '15 Contest 3 P6   Gala,https://dmoj.ca//problem/dmopc15c3p6,DMOPC DMOPC
DMOPC '15 Contest 4 P1   Dictionary,https://dmoj.ca//problem/dmopc15c4p1,DMOPC DMOPC
DMOPC '15 Contest 4 P2   The Big Clock,https://dmoj.ca//problem/dmopc15c4p2,DMOPC DMOPC
DMOPC '15 Contest 4 P3   Lethal,https://dmoj.ca//problem/dmopc15c4p3,DMOPC DMOPC
DMOPC '15 Contest 4 P4   Great Sequence,https://dmoj.ca//problem/dmopc15c4p4,DMOPC DMOPC
DMOPC '15 Contest 4 P5   Scribe,https://dmoj.ca//problem/dmopc15c4p5,DMOPC DMOPC
DMOPC '15 Contest 4 P6   Alarms,https://dmoj.ca//problem/dmopc15c4p6,DMOPC DMOPC
DMOPC '15 Contest 5 P1   Gel Bananas,https://dmoj.ca//problem/dmopc15c5p1,DMOPC DMOPC
DMOPC '15 Contest 5 P2   D Mails,https://dmoj.ca//problem/dmopc15c5p2,DMOPC DMOPC
DMOPC '15 Contest 5 P3   All Your Base,https://dmoj.ca//problem/dmopc15c5p3,DMOPC DMOPC
DMOPC '15 Contest 5 P4   Steins;Number,https://dmoj.ca//problem/dmopc15c5p4,DMOPC DMOPC
DMOPC '15 Contest 5 P5   World Line Convergence,https://dmoj.ca//problem/dmopc15c5p5,DMOPC DMOPC
DMOPC '15 Contest 5 P6   Event Horizon,https://dmoj.ca//problem/dmopc15c5p6,DMOPC DMOPC
DMOPC '15 Contest 6 P1   Double XP Weekend,https://dmoj.ca//problem/dmopc15c6p1,DMOPC DMOPC
DMOPC '15 Contest 6 P2   Tilt,https://dmoj.ca//problem/dmopc15c6p2,DMOPC DMOPC
DMOPC '15 Contest 6 P3   Harvest,https://dmoj.ca//problem/dmopc15c6p3,DMOPC DMOPC
DMOPC '15 Contest 6 P4   Line Graph,https://dmoj.ca//problem/dmopc15c6p4,DMOPC DMOPC
DMOPC '15 Contest 6 P5   A Classic Problem,https://dmoj.ca//problem/dmopc15c6p5,DMOPC DMOPC
DMOPC '15 Contest 6 P6   Graf Zeppelin,https://dmoj.ca//problem/dmopc15c6p6,DMOPC DMOPC
DMOPC '15 Contest 7 P1   Kemonomimi Competition,https://dmoj.ca//problem/dmopc15c7p1,DMOPC DMOPC
DMOPC '15 Contest 7 P2   Not a Wall of Text,https://dmoj.ca//problem/dmopc15c7p2,DMOPC DMOPC
DMOPC '15 Contest 7 P3   Harbourmaster,https://dmoj.ca//problem/dmopc15c7p3,DMOPC DMOPC
DMOPC '15 Contest 7 P4   Magic,https://dmoj.ca//problem/dmopc15c7p4,DMOPC DMOPC
DMOPC '15 Contest 7 P5   Ariadne's Thread,https://dmoj.ca//problem/dmopc15c7p5,DMOPC DMOPC
DMOPC '15 Contest 7 P6   A Very Very Original Problem,https://dmoj.ca//problem/dmopc15c7p6,DMOPC DMOPC
DMOPC '16 Contest 1 P0   C.C. and Cheese kun,https://dmoj.ca//problem/dmopc16c1p0,DMOPC DMOPC
DMOPC '16 Contest 1 P1   A New Chapter,https://dmoj.ca//problem/dmopc16c1p1,DMOPC DMOPC
DMOPC '16 Contest 1 P2   Lines,https://dmoj.ca//problem/dmopc16c1p2,DMOPC DMOPC
DMOPC '16 Contest 1 P3   Shoe Shopping,https://dmoj.ca//problem/dmopc16c1p3,DMOPC DMOPC
DMOPC '16 Contest 1 P4   Tree Appraisal,https://dmoj.ca//problem/dmopc16c1p4,DMOPC DMOPC
DMOPC '16 Contest 1 P5   Blood Tubes,https://dmoj.ca//problem/dmopc16c1p5,DMOPC DMOPC
DMOPC '16 Contest 1 P6   Phantom Child,https://dmoj.ca//problem/dmopc16c1p6,DMOPC DMOPC
DMOPC '16 Contest 2 P1   Seed Strategy,https://dmoj.ca//problem/dmopc16c2p1,DMOPC DMOPC
DMOPC '16 Contest 2 P2   Ebola Outbreak,https://dmoj.ca//problem/dmopc16c2p2,DMOPC DMOPC
DMOPC '16 Contest 2 P3   Queries,https://dmoj.ca//problem/dmopc16c2p3,DMOPC DMOPC
DMOPC '16 Contest 2 P4   Zeros,https://dmoj.ca//problem/dmopc16c2p4,DMOPC DMOPC
DMOPC '16 Contest 2 P5   Tormented in Tartarus,https://dmoj.ca//problem/dmopc16c2p5,DMOPC DMOPC
DMOPC '16 Contest 2 P6   Console Simulator 2017,https://dmoj.ca//problem/dmopc16c2p6,DMOPC DMOPC
DMOPC '16 Contest 3 P0   Negative Feedback,https://dmoj.ca//problem/dmopc16c3p0,DMOPC DMOPC
DMOPC '16 Contest 3 P1   Leading Basic Shots,https://dmoj.ca//problem/dmopc16c3p1,DMOPC DMOPC
DMOPC '16 Contest 3 P2   Starstruck Squeeze,https://dmoj.ca//problem/dmopc16c3p2,DMOPC DMOPC
DMOPC '16 Contest 3 P3   Phantom Fight,https://dmoj.ca//problem/dmopc16c3p3,DMOPC DMOPC
DMOPC '16 Contest 3 P4   Serpent's Search,https://dmoj.ca//problem/dmopc16c3p4,DMOPC DMOPC
DMOPC '16 Contest 3 P5   Shoe Shopping II,https://dmoj.ca//problem/dmopc16c3p5,DMOPC DMOPC
DMOPC '16 Contest 3 P6   Long Lost Love,https://dmoj.ca//problem/dmopc16c3p6,DMOPC DMOPC
DMOPC '16 Contest 4 P1   Fast Exponents,https://dmoj.ca//problem/dmopc16c4p1,DMOPC DMOPC
DMOPC '16 Contest 4 P2   Systests,https://dmoj.ca//problem/dmopc16c4p2,DMOPC DMOPC
DMOPC '16 Contest 4 P3   Carnival Phantasm,https://dmoj.ca//problem/dmopc16c4p3,DMOPC DMOPC
DMOPC '16 Contest 4 P4   Molly and Manga Shopping,https://dmoj.ca//problem/dmopc16c4p4,DMOPC DMOPC
DMOPC '16 Contest 4 P5   Migrant Mascot,https://dmoj.ca//problem/dmopc16c4p5,DMOPC DMOPC
DMOPC '16 Contest 4 P6   Molly and Flying Drones,https://dmoj.ca//problem/dmopc16c4p6,DMOPC DMOPC
DMOPC '17 Contest 1 P1   Fujō Neko,https://dmoj.ca//problem/dmopc17c1p1,DMOPC DMOPC
DMOPC '17 Contest 1 P2   Sharing Crayons,https://dmoj.ca//problem/dmopc17c1p2,DMOPC DMOPC
DMOPC '17 Contest 1 P3   Hitchhiking Fun,https://dmoj.ca//problem/dmopc17c1p3,DMOPC DMOPC
DMOPC '17 Contest 1 P4   Quests,https://dmoj.ca//problem/dmopc17c1p4,DMOPC DMOPC
DMOPC '17 Contest 1 P5   Intimidating Arrays,https://dmoj.ca//problem/dmopc17c1p5,DMOPC DMOPC
DMOPC '17 Contest 1 P6   Land of the Carrot Trees,https://dmoj.ca//problem/dmopc17c1p6,DMOPC DMOPC
DMOPC '17 Contest 2 P0   Secrets,https://dmoj.ca//problem/dmopc17c2p0,DMOPC DMOPC
DMOPC '17 Contest 2 P1   0 1 Knapsack,https://dmoj.ca//problem/dmopc17c2p1,DMOPC DMOPC
DMOPC '17 Contest 2 P2   Balance,https://dmoj.ca//problem/dmopc17c2p2,DMOPC DMOPC
DMOPC '17 Contest 2 P3   Bad Bunnies,https://dmoj.ca//problem/dmopc17c2p3,DMOPC DMOPC
DMOPC '17 Contest 2 P4   Mimi and Dictionary,https://dmoj.ca//problem/dmopc17c2p4,DMOPC DMOPC
DMOPC '17 Contest 2 P5   Game,https://dmoj.ca//problem/dmopc17c2p5,DMOPC DMOPC
DMOPC '17 Contest 2 P6   Lazy Days,https://dmoj.ca//problem/dmopc17c2p6,DMOPC DMOPC
DMOPC '17 Contest 3 P0   2 Satisfiability,https://dmoj.ca//problem/dmopc17c3p0,DMOPC DMOPC
DMOPC '17 Contest 3 P1   An Early Christmas Present,https://dmoj.ca//problem/dmopc17c3p1,DMOPC DMOPC
DMOPC '17 Contest 3 P2   Towers of Hanoi,https://dmoj.ca//problem/dmopc17c3p2,DMOPC DMOPC
DMOPC '17 Contest 3 P3   N Kat,https://dmoj.ca//problem/dmopc17c3p3,DMOPC DMOPC
DMOPC '17 Contest 3 P4   Solitaire Logic,https://dmoj.ca//problem/dmopc17c3p4,DMOPC DMOPC
DMOPC '17 Contest 3 P5   Picnic Planning,https://dmoj.ca//problem/dmopc17c3p5,DMOPC DMOPC
DMOPC '17 Contest 3 P6   Mimi and Scarf,https://dmoj.ca//problem/dmopc17c3p6,DMOPC DMOPC
DMOPC '17 Contest 4 P0   Catch,https://dmoj.ca//problem/dmopc17c4p0,DMOPC DMOPC
DMOPC '17 Contest 4 P1   Ribbon Colouring Fun,https://dmoj.ca//problem/dmopc17c4p1,DMOPC DMOPC
DMOPC '17 Contest 4 P2   A Heavy Light Decomposition Problem,https://dmoj.ca//problem/dmopc17c4p2,DMOPC DMOPC
DMOPC '17 Contest 4 P3   Third Place,https://dmoj.ca//problem/dmopc17c4p3,DMOPC DMOPC
DMOPC '17 Contest 4 P4   Cops and Robbers,https://dmoj.ca//problem/dmopc17c4p4,DMOPC DMOPC
DMOPC '17 Contest 4 P5   Revised IOI,https://dmoj.ca//problem/dmopc17c4p5,DMOPC DMOPC
DMOPC '17 Contest 4 P6   Best Girl,https://dmoj.ca//problem/dmopc17c4p6,DMOPC DMOPC
DMOPC '17 Contest 5 P0   Mimi and Pizza,https://dmoj.ca//problem/dmopc17c5p0,DMOPC DMOPC
DMOPC '17 Contest 5 P1   IOI 101,https://dmoj.ca//problem/dmopc17c5p1,DMOPC DMOPC
DMOPC '17 Contest 5 P2   Mimi and Binary,https://dmoj.ca//problem/dmopc17c5p2,DMOPC DMOPC
DMOPC '17 Contest 5 P3   Mimi and Primes,https://dmoj.ca//problem/dmopc17c5p3,DMOPC DMOPC
DMOPC '17 Contest 5 P4   Intersecting Arcs,https://dmoj.ca//problem/dmopc17c5p4,DMOPC DMOPC
DMOPC '17 Contest 5 P5   XOR Bridges,https://dmoj.ca//problem/dmopc17c5p5,DMOPC DMOPC
DMOPC '17 Contest 5 P6   Bridges,https://dmoj.ca//problem/dmopc17c5p6,DMOPC DMOPC
DMOPC '18 Contest 1 P0   Sorting,https://dmoj.ca//problem/dmopc18c1p0,DMOPC DMOPC
DMOPC '18 Contest 1 P1   Sorting,https://dmoj.ca//problem/dmopc18c1p1,DMOPC DMOPC
DMOPC '18 Contest 1 P2   Sorting,https://dmoj.ca//problem/dmopc18c1p2,DMOPC DMOPC
DMOPC '18 Contest 1 P3   Sorting,https://dmoj.ca//problem/dmopc18c1p3,DMOPC DMOPC
DMOPC '18 Contest 1 P4   Sorting,https://dmoj.ca//problem/dmopc18c1p4,DMOPC DMOPC
DMOPC '18 Contest 1 P5   Sorting,https://dmoj.ca//problem/dmopc18c1p5,DMOPC DMOPC
DMOPC '18 Contest 1 P6   Sorting,https://dmoj.ca//problem/dmopc18c1p6,DMOPC DMOPC
DMOPC '18 Contest 2 P0   Mimi and Video Games,https://dmoj.ca//problem/dmopc18c2p0,DMOPC DMOPC
DMOPC '18 Contest 2 P1   Pumpkin Patches,https://dmoj.ca//problem/dmopc18c2p1,DMOPC DMOPC
DMOPC '18 Contest 2 P2   Booster Cushions,https://dmoj.ca//problem/dmopc18c2p2,DMOPC DMOPC
DMOPC '18 Contest 2 P3   Thanksgiving Feast,https://dmoj.ca//problem/dmopc18c2p3,DMOPC DMOPC
DMOPC '18 Contest 2 P4   Damage Output,https://dmoj.ca//problem/dmopc18c2p4,DMOPC DMOPC
DMOPC '18 Contest 2 P5   Another Sequence Problem,https://dmoj.ca//problem/dmopc18c2p5,DMOPC DMOPC
DMOPC '18 Contest 2 P6   Standing Ovation,https://dmoj.ca//problem/dmopc18c2p6,DMOPC DMOPC
DMOPC '18 Contest 2 P6   Standing Ovation (Hard Version),https://dmoj.ca//problem/dmopc18c2p6hard,DMOPC DMOPC
DMOPC '18 Contest 3 P0   Bob and ICS Class,https://dmoj.ca//problem/dmopc18c3p0,DMOPC DMOPC
DMOPC '18 Contest 3 P1   Bob and Music Class,https://dmoj.ca//problem/dmopc18c3p1,DMOPC DMOPC
DMOPC '18 Contest 3 P2   Bob and French Class,https://dmoj.ca//problem/dmopc18c3p2,DMOPC DMOPC
DMOPC '18 Contest 3 P3   Bob and Math Class,https://dmoj.ca//problem/dmopc18c3p3,DMOPC DMOPC
DMOPC '18 Contest 3 P4   Bob and English Class,https://dmoj.ca//problem/dmopc18c3p4,DMOPC DMOPC
DMOPC '18 Contest 3 P5   Bob and Physics Class,https://dmoj.ca//problem/dmopc18c3p5,DMOPC DMOPC
DMOPC '18 Contest 3 P6   Bob and Suffering,https://dmoj.ca//problem/dmopc18c3p6,DMOPC DMOPC
DMOPC '18 Contest 4 P0   Dr. Henri and Seeing Stars,https://dmoj.ca//problem/dmopc18c4p0,DMOPC DMOPC
DMOPC '18 Contest 4 P1   Dr. Henri and Differential Photometry,https://dmoj.ca//problem/dmopc18c4p1,DMOPC DMOPC
DMOPC '18 Contest 4 P2   Dr. Henri and Responsibility,https://dmoj.ca//problem/dmopc18c4p2,DMOPC DMOPC
DMOPC '18 Contest 4 P3   Dr. Henri and Ionization,https://dmoj.ca//problem/dmopc18c4p3,DMOPC DMOPC
DMOPC '18 Contest 4 P4   Dr. Henri and Lab Data,https://dmoj.ca//problem/dmopc18c4p4,DMOPC DMOPC
DMOPC '18 Contest 4 P5   Dr. Henri and Wormholes,https://dmoj.ca//problem/dmopc18c4p5,DMOPC DMOPC
DMOPC '18 Contest 4 P6   Dr. Henri and Resistor Chains,https://dmoj.ca//problem/dmopc18c4p6,DMOPC DMOPC
DMOPC '18 Contest 5 P0   A Digital Art Problem,https://dmoj.ca//problem/dmopc18c5p0,DMOPC DMOPC
DMOPC '18 Contest 5 P1   A Painting Problem,https://dmoj.ca//problem/dmopc18c5p1,DMOPC DMOPC
DMOPC '18 Contest 5 P2   A Photography Problem,https://dmoj.ca//problem/dmopc18c5p2,DMOPC DMOPC
DMOPC '18 Contest 5 P3   A Familiar Problem,https://dmoj.ca//problem/dmopc18c5p3,DMOPC DMOPC
DMOPC '18 Contest 5 P4   An Art Gallery Problem,https://dmoj.ca//problem/dmopc18c5p4,DMOPC DMOPC
DMOPC '18 Contest 5 P5   A Hat Problem,https://dmoj.ca//problem/dmopc18c5p5,DMOPC DMOPC
DMOPC '18 Contest 5 P6   An XOR Problem,https://dmoj.ca//problem/dmopc18c5p6,DMOPC DMOPC
DMOPC '18 Contest 6 P0   SQL Queries,https://dmoj.ca//problem/dmopc18c6p0,DMOPC DMOPC
DMOPC '18 Contest 6 P1   DNA or RNA?,https://dmoj.ca//problem/dmopc18c6p1,DMOPC DMOPC
DMOPC '18 Contest 6 P2   Enantiomers,https://dmoj.ca//problem/dmopc18c6p2,DMOPC DMOPC
DMOPC '18 Contest 6 P3   Wish Upon a Star,https://dmoj.ca//problem/dmopc18c6p3,DMOPC DMOPC
DMOPC '18 Contest 6 P4   Tank,https://dmoj.ca//problem/dmopc18c6p4,DMOPC DMOPC
DMOPC '18 Contest 6 P5   Quadrat Sampling,https://dmoj.ca//problem/dmopc18c6p5,DMOPC DMOPC
DMOPC '19 Contest 1 P0   Range Finding,https://dmoj.ca//problem/dmopc19c1p0,DMOPC DMOPC
DMOPC '19 Contest 1 P1   Test Scores,https://dmoj.ca//problem/dmopc19c1p1,DMOPC DMOPC
DMOPC '19 Contest 1 P2   Good Writing,https://dmoj.ca//problem/dmopc19c1p2,DMOPC DMOPC
DMOPC '19 Contest 1 P3   Simple Math,https://dmoj.ca//problem/dmopc19c1p3,DMOPC DMOPC
DMOPC '19 Contest 1 P4   A Strange Graph,https://dmoj.ca//problem/dmopc19c1p4,DMOPC DMOPC
DMOPC '19 Contest 1 P5   Broken String,https://dmoj.ca//problem/dmopc19c1p5,DMOPC DMOPC
DMOPC '19 Contest 1 P6   Bob and Binary Strings,https://dmoj.ca//problem/dmopc19c1p6,DMOPC DMOPC
DMOPC '19 Contest 2 P0   Roller Coaster,https://dmoj.ca//problem/dmopc19c2p0,DMOPC DMOPC
